feature_id,customer_id,feature_type,amount,start_date,end_date
982,6851,Loan,4277.06,2021-09-01,2023-09-01
983,850,Credit Card,11892.15,2023-01-29,2026-01-28
984,1591,Overdraft,85771.29,2022-04-26,2025-04-25
985,1951,Credit Card,32957.44,2021-08-30,2024-08-29
986,1244,Locker,2750.86,2018-04-15,2019-04-15
987,1976,Insurance,72248.65,2017-02-21,2021-02-20
988,6289,Loan,31541.6,2020-01-21,2024-01-20
989,6886,Loan,79060.49,2019-04-20,2023-04-19
990,3650,Loan,59528.09,2020-07-11,2022-07-11
991,778,Insurance,33783.9,2015-03-15,2017-03-14
992,4118,Insurance,41945.93,2016-05-12,2019-05-12
993,2879,Loan,36090.38,2017-12-01,2022-11-30
994,1068,Locker,66796.95,2020-04-21,2025-04-20
995,4564,Overdraft,43011.86,2015-04-19,2016-04-18
996,616,Insurance,90937.75,2015-08-01,2018-07-31
997,5556,Insurance,55410.63,2019-08-30,2024-08-28
998,4811,Credit Card,88393.3,2023-07-08,2027-07-07
999,6653,Locker,2428.16,2020-11-02,2021-11-02
1000,1505,Locker,96130.14,2018-05-28,2023-05-27
1001,3488,Loan,85296.06,2018-12-04,2021-12-03
1002,1696,Credit Card,25532.1,2020-04-20,2025-04-19
1003,3964,Locker,37589.66,2016-12-26,2021-12-25
1004,2149,Locker,15943.04,2019-11-02,2024-10-31
1005,6651,Loan,68528.45,2020-02-25,2022-02-24
1006,3576,Locker,76810.31,2018-12-26,2020-12-25
1007,7152,Overdraft,78207.9,2017-05-09,2021-05-08
1008,1427,Insurance,56782.89,2018-10-10,2020-10-09
1009,6033,Loan,48652.49,2020-11-11,2024-11-10
1010,7389,Loan,13498.37,2022-04-27,2027-04-26
1011,2214,Loan,22911.57,2021-02-04,2025-02-03
1012,3857,Locker,48481.91,2016-07-17,2018-07-17
1013,2421,Credit Card,4760.52,2015-07-31,2020-07-29
1014,4361,Loan,98645.17,2021-09-28,2022-09-28
1015,5909,Credit Card,32985.3,2019-09-14,2023-09-13
1016,1023,Insurance,28885.47,2021-07-10,2026-07-09
1017,5987,Overdraft,2135.78,2021-05-07,2026-05-06
1018,4817,Overdraft,13271.53,2018-10-14,2019-10-14
1019,1363,Loan,28456.41,2015-02-02,2017-02-01
1020,1302,Overdraft,26882.98,2022-07-30,2024-07-29
1021,741,Loan,94249.63,2018-11-25,2023-11-24
1022,5248,Credit Card,99105.45,2023-07-13,2027-07-12
1023,2011,Locker,16944.88,2021-03-23,2023-03-23
1024,121,Loan,74114.8,2020-01-23,2024-01-22
1025,4965,Insurance,91062.15,2022-02-19,2026-02-18
1026,1032,Locker,58865.45,2023-07-31,2026-07-30
1027,2211,Credit Card,57373.02,2021-07-08,2023-07-08
1028,953,Credit Card,80728.56,2016-09-10,2020-09-09
1029,1140,Credit Card,65800.18,2022-01-05,2025-01-04
1030,2541,Insurance,11395.66,2023-02-08,2024-02-08
1031,7853,Credit Card,50011.71,2021-05-18,2023-05-18
1032,5215,Insurance,72903.35,2015-07-13,2019-07-12
1033,4094,Loan,38849.61,2022-08-25,2024-08-24
1034,7992,Locker,16898.19,2015-01-01,2018-12-31
1035,5303,Credit Card,20396.99,2023-04-13,2027-04-12
1036,3104,Insurance,50560.98,2021-11-20,2026-11-19
1037,5803,Overdraft,30378.11,2018-05-02,2020-05-01
1038,6385,Overdraft,75203.24,2022-07-25,2025-07-24
1039,2172,Credit Card,54017.91,2019-12-21,2020-12-20
1040,6623,Overdraft,87660.6,2022-03-22,2027-03-21
1041,7661,Overdraft,56839.24,2021-02-03,2025-02-02
1042,3833,Locker,6627.87,2020-09-18,2024-09-17
1043,1812,Insurance,94136.05,2021-05-25,2023-05-25
1044,1185,Credit Card,33899.57,2016-09-11,2017-09-11
1045,5173,Insurance,20538.53,2015-05-04,2018-05-03
1046,1543,Loan,45998.55,2023-06-03,2027-06-02
1047,1859,Overdraft,24719.57,2016-02-14,2021-02-12
1048,5813,Locker,71648.23,2015-06-11,2019-06-10
1049,701,Locker,16903.72,2021-08-14,2025-08-13
1050,2758,Overdraft,29429.8,2018-02-18,2022-02-17
1051,3921,Credit Card,49431.64,2023-04-19,2028-04-17
1052,5929,Locker,19622.88,2021-06-02,2022-06-02
1053,802,Overdraft,36411.84,2019-12-07,2022-12-06
1054,6169,Credit Card,96496.91,2023-09-03,2024-09-02
1055,3376,Overdraft,39804.82,2016-09-08,2020-09-07
1056,6375,Credit Card,51806.74,2019-07-03,2021-07-02
1057,475,Insurance,33809.02,2020-01-28,2025-01-26
1058,382,Loan,21636.44,2020-08-09,2024-08-08
1059,5176,Overdraft,19140.94,2023-09-28,2025-09-27
1060,2935,Credit Card,81218.59,2017-12-22,2018-12-22
1061,940,Insurance,88870.4,2016-12-06,2021-12-05
1062,5056,Insurance,76693.0,2019-09-27,2023-09-26
1063,7717,Overdraft,86126.17,2022-10-15,2027-10-14
1064,4778,Locker,27991.56,2018-03-15,2019-03-15
1065,5435,Credit Card,45171.96,2023-08-01,2026-07-31
1066,2440,Loan,96840.37,2017-06-25,2020-06-24
1067,5159,Loan,15464.06,2021-06-12,2024-06-11
1068,3080,Credit Card,70865.24,2023-07-08,2024-07-07
1069,7526,Credit Card,25138.51,2018-05-03,2021-05-02
1070,4711,Insurance,45084.46,2019-12-30,2020-12-29
1071,6373,Insurance,36624.87,2017-02-13,2020-02-13
1072,6789,Insurance,15166.52,2017-05-07,2018-05-07
1073,531,Insurance,93379.62,2021-11-10,2025-11-09
1074,7039,Credit Card,77320.92,2018-05-08,2019-05-08
1075,6978,Loan,99884.09,2022-02-28,2027-02-27
1076,4916,Insurance,97300.61,2016-04-24,2017-04-24
1077,5972,Insurance,80307.9,2018-05-08,2023-05-07
1078,6373,Overdraft,65398.09,2017-06-05,2019-06-05
1079,1270,Insurance,86530.93,2017-06-16,2018-06-16
1080,1657,Credit Card,18474.55,2017-01-16,2022-01-15
1081,5137,Insurance,75725.55,2019-04-17,2023-04-16
1082,7913,Credit Card,29365.96,2016-01-17,2020-01-16
1083,4884,Insurance,48576.03,2023-04-10,2024-04-09
1084,406,Loan,80960.17,2021-05-22,2026-05-21
1085,4759,Overdraft,20459.88,2020-10-21,2022-10-21
1086,4646,Locker,25768.23,2020-11-15,2021-11-15
1087,2130,Locker,51471.07,2020-03-02,2023-03-02
1088,7943,Locker,89695.79,2016-05-01,2017-05-01
1089,7938,Locker,15771.95,2021-10-13,2025-10-12
1090,2469,Credit Card,82842.31,2020-05-20,2023-05-20
1091,6116,Credit Card,57697.14,2022-07-25,2025-07-24
1092,3149,Loan,76235.59,2015-01-24,2017-01-23
1093,915,Insurance,61950.07,2022-09-24,2025-09-23
1094,4604,Loan,53533.54,2015-12-31,2017-12-30
1095,6850,Loan,61993.09,2023-05-01,2025-04-30
1096,3884,Credit Card,32648.18,2022-01-28,2027-01-27
1097,4319,Overdraft,28552.43,2017-06-02,2022-06-01
1098,651,Locker,15151.14,2017-07-26,2018-07-26
1099,2186,Insurance,84126.58,2017-09-28,2022-09-27
1100,582,Credit Card,70401.95,2021-06-07,2026-06-06
1101,670,Credit Card,60915.23,2020-08-12,2024-08-11
1102,238,Loan,75865.05,2023-11-03,2026-11-02
1103,6636,Loan,69963.94,2019-01-14,2021-01-13
1104,5330,Loan,26615.47,2019-02-16,2023-02-15
1105,3323,Loan,71490.88,2020-12-09,2022-12-09
1106,7073,Overdraft,90233.91,2023-01-10,2028-01-09
1107,6876,Insurance,95282.09,2023-05-31,2025-05-30
1108,398,Insurance,67410.48,2022-03-26,2025-03-25
1109,5114,Credit Card,34709.57,2022-06-15,2023-06-15
1110,3096,Overdraft,9439.19,2021-09-02,2026-09-01
1111,1704,Credit Card,75563.71,2016-09-06,2020-09-05
1112,4749,Locker,20576.71,2015-11-29,2019-11-28
1113,1453,Overdraft,8073.6,2016-04-01,2018-04-01
1114,6488,Locker,88323.86,2018-04-22,2019-04-22
1115,1787,Credit Card,31631.36,2020-11-06,2022-11-06
1116,7047,Locker,89299.48,2020-03-07,2021-03-07
1117,523,Insurance,54318.55,2015-01-18,2016-01-18
1118,2399,Overdraft,30047.47,2020-06-28,2023-06-28
1119,1075,Loan,70191.94,2015-02-21,2017-02-20
1120,5093,Locker,11483.94,2020-12-22,2022-12-22
1121,4457,Overdraft,9292.64,2015-03-19,2016-03-18
1122,1616,Insurance,45174.76,2021-09-10,2022-09-10
1123,5351,Credit Card,34917.1,2023-09-10,2028-09-08
1124,737,Insurance,38354.79,2023-01-30,2028-01-29
1125,441,Insurance,20278.44,2018-08-08,2023-08-07
1126,2748,Overdraft,95033.68,2015-09-24,2020-09-22
1127,2339,Overdraft,38238.28,2015-08-03,2019-08-02
1128,2378,Insurance,15086.74,2017-01-13,2020-01-13
1129,2043,Credit Card,4753.43,2017-12-03,2020-12-02
1130,1718,Credit Card,95768.89,2015-01-19,2017-01-18
1131,2254,Locker,52200.13,2018-12-27,2022-12-26
1132,5782,Loan,32106.41,2015-04-10,2018-04-09
1133,867,Insurance,90971.51,2022-05-30,2024-05-29
1134,2939,Locker,41475.74,2019-06-21,2024-06-19
1135,3996,Overdraft,81515.52,2023-03-31,2027-03-30
1136,4924,Credit Card,97442.42,2022-02-27,2025-02-26
1137,7423,Locker,42912.09,2022-02-27,2024-02-27
1138,1160,Overdraft,99345.06,2015-06-07,2016-06-06
1139,5069,Insurance,24781.15,2016-06-04,2017-06-04
1140,7224,Locker,51238.94,2016-06-23,2020-06-22
1141,4488,Overdraft,27797.06,2015-09-11,2017-09-10
1142,6490,Insurance,53066.56,2023-02-18,2025-02-17
1143,3816,Loan,25824.74,2015-01-07,2019-01-06
1144,7083,Overdraft,6698.58,2020-12-11,2022-12-11
1145,6238,Credit Card,5266.58,2022-10-22,2027-10-21
1146,5501,Locker,49913.86,2016-07-19,2019-07-19
1147,7619,Loan,22535.75,2017-09-23,2022-09-22
1148,774,Locker,44020.89,2023-09-02,2026-09-01
1149,3416,Insurance,37082.45,2022-03-18,2025-03-17
1150,792,Insurance,13330.88,2015-06-17,2019-06-16
1151,633,Loan,85525.57,2017-06-03,2022-06-02
1152,1012,Loan,24726.51,2015-02-03,2019-02-02
1153,7122,Insurance,37913.89,2018-10-21,2021-10-20
1154,1854,Insurance,13817.31,2021-02-01,2026-01-31
1155,795,Loan,55793.11,2023-01-10,2024-01-10
1156,4327,Loan,30380.4,2019-03-12,2024-03-10
1157,3205,Loan,61465.17,2018-07-08,2020-07-07
1158,7448,Credit Card,7253.51,2020-11-22,2025-11-21
1159,7306,Credit Card,49870.84,2016-12-01,2021-11-30
1160,1821,Loan,32033.3,2016-11-27,2017-11-27
1161,1146,Credit Card,44618.96,2016-11-18,2020-11-17
1162,1931,Loan,49816.18,2022-07-04,2025-07-03
1163,2474,Locker,83959.96,2015-09-15,2019-09-14
1164,575,Insurance,43107.1,2019-12-10,2022-12-09
1165,6859,Credit Card,21293.9,2017-08-27,2019-08-27
1166,7600,Insurance,18514.92,2021-01-01,2024-12-31
1167,1342,Overdraft,49020.36,2020-02-07,2024-02-06
1168,7944,Locker,46736.76,2022-10-02,2026-10-01
1169,3968,Locker,1345.01,2016-04-17,2018-04-17
1170,3609,Overdraft,57684.37,2018-05-22,2021-05-21
1171,3133,Insurance,29062.44,2020-12-02,2025-12-01
1172,1295,Insurance,99555.85,2016-07-30,2017-07-30
1173,680,Loan,11035.22,2017-07-20,2018-07-20
1174,23,Loan,58904.64,2019-06-22,2024-06-20
1175,3598,Locker,64906.95,2022-09-10,2025-09-09
1176,3438,Credit Card,28415.13,2020-10-12,2021-10-12
1177,4662,Credit Card,58628.72,2019-03-24,2024-03-22
1178,831,Overdraft,79855.65,2017-08-16,2019-08-16
1179,3538,Credit Card,48258.63,2023-11-18,2027-11-17
1180,6471,Locker,32656.78,2023-05-07,2027-05-06
1181,3050,Loan,97305.55,2017-07-17,2022-07-16
1182,5493,Overdraft,33794.64,2020-11-22,2022-11-22
1183,5302,Loan,89063.8,2020-07-21,2022-07-21
1184,4820,Loan,50474.03,2016-08-31,2021-08-30
1185,1095,Locker,76728.08,2019-03-29,2022-03-28
1186,549,Credit Card,22029.54,2020-12-08,2025-12-07
1187,2392,Locker,7913.95,2019-01-22,2023-01-21
1188,4455,Overdraft,88676.06,2018-07-07,2020-07-06
1189,197,Credit Card,6664.3,2021-06-25,2023-06-25
1190,2612,Loan,83858.2,2017-03-15,2019-03-15
1191,4533,Overdraft,46532.93,2023-01-24,2024-01-24
1192,1185,Overdraft,37267.61,2020-01-06,2022-01-05
1193,2756,Loan,73654.55,2022-11-05,2023-11-05
1194,100,Loan,46253.43,2015-05-11,2018-05-10
1195,4354,Credit Card,41592.86,2017-12-15,2021-12-14
1196,6957,Overdraft,89918.7,2018-01-11,2020-01-11
1197,6089,Loan,54054.64,2019-06-03,2023-06-02
1198,835,Credit Card,83497.14,2021-09-16,2025-09-15
1199,2300,Locker,8224.22,2017-03-17,2021-03-16
1200,2092,Overdraft,43474.08,2023-08-16,2025-08-15
1201,6552,Insurance,34561.6,2020-04-22,2022-04-22
1202,6391,Credit Card,40786.24,2016-01-20,2020-01-19
1203,6824,Overdraft,16196.6,2018-01-27,2019-01-27
1204,4071,Credit Card,15985.53,2018-02-25,2023-02-24
1205,407,Overdraft,98379.27,2021-07-18,2026-07-17
1206,1798,Credit Card,78857.33,2022-05-08,2023-05-08
1207,4530,Credit Card,61386.16,2022-07-14,2024-07-13
1208,179,Locker,34351.62,2017-11-04,2022-11-03
1209,5952,Credit Card,92925.9,2022-06-19,2025-06-18
1210,2503,Insurance,65291.98,2022-02-10,2025-02-09
1211,7275,Credit Card,62998.72,2016-10-16,2017-10-16
1212,6746,Overdraft,96102.86,2019-06-20,2021-06-19
1213,6067,Loan,92729.39,2023-06-15,2024-06-14
1214,2736,Overdraft,10996.15,2018-07-13,2023-07-12
1215,2058,Insurance,86089.61,2018-09-24,2022-09-23
1216,7583,Credit Card,83389.29,2015-08-27,2016-08-26
1217,6156,Loan,59506.1,2018-07-29,2021-07-28
1218,1219,Overdraft,73786.74,2016-06-08,2020-06-07
1219,4368,Locker,82411.18,2020-01-20,2024-01-19
1220,5354,Insurance,92738.9,2016-12-09,2017-12-09
1221,4054,Loan,34273.79,2015-12-18,2016-12-17
1222,211,Insurance,73869.99,2018-11-18,2021-11-17
1223,3725,Locker,72823.06,2017-11-26,2018-11-26
1224,3256,Loan,62476.21,2022-04-27,2024-04-26
1225,6561,Overdraft,4484.09,2018-06-12,2023-06-11
1226,5946,Insurance,61083.08,2021-08-07,2023-08-07
1227,2736,Insurance,58358.91,2015-10-24,2016-10-23
1228,495,Credit Card,86372.29,2019-03-29,2020-03-28
1229,90,Loan,81776.13,2022-08-15,2025-08-14
1230,3128,Credit Card,90432.35,2020-07-04,2025-07-03
1231,1007,Insurance,98556.9,2017-08-26,2020-08-25
1232,7944,Loan,57762.18,2022-09-09,2023-09-09
1233,873,Credit Card,36697.66,2018-01-11,2022-01-10
1234,1597,Overdraft,92581.86,2015-09-23,2018-09-22
1235,4640,Credit Card,85426.28,2019-08-30,2023-08-29
1236,577,Overdraft,34105.68,2022-05-15,2023-05-15
1237,7869,Loan,13449.56,2016-06-17,2018-06-17
1238,6789,Loan,76550.83,2019-11-18,2021-11-17
1239,4082,Locker,82190.82,2021-07-03,2024-07-02
1240,5239,Credit Card,84973.73,2019-08-18,2022-08-17
1241,2377,Insurance,55246.71,2022-01-22,2027-01-21
1242,2403,Overdraft,65045.29,2017-02-24,2018-02-24
1243,3226,Credit Card,34618.69,2015-08-30,2019-08-29
1244,3353,Locker,3571.99,2015-09-22,2018-09-21
1245,494,Insurance,31277.27,2021-05-27,2023-05-27
1246,6436,Credit Card,93184.31,2018-02-14,2019-02-14
1247,2383,Locker,87091.83,2015-11-19,2018-11-18
1248,5483,Insurance,10997.12,2022-12-11,2027-12-10
1249,1227,Locker,2099.07,2020-06-02,2024-06-01
1250,2398,Locker,78750.95,2022-01-24,2024-01-24
1251,4138,Locker,54461.55,2015-09-26,2017-09-25
1252,5944,Insurance,84816.34,2019-05-01,2023-04-30
1253,6618,Overdraft,59678.2,2020-05-22,2023-05-22
1254,549,Insurance,64668.5,2023-06-02,2027-06-01
1255,1579,Insurance,63667.22,2019-02-10,2023-02-09
1256,991,Locker,19655.28,2017-05-16,2020-05-15
1257,3979,Credit Card,9958.17,2019-12-20,2024-12-18
1258,1728,Loan,14585.15,2019-10-11,2024-10-09
1259,5027,Credit Card,99658.42,2016-01-27,2019-01-26
1260,5174,Locker,6253.46,2015-12-17,2017-12-16
1261,54,Loan,35898.61,2021-04-12,2024-04-11
1262,1470,Locker,80721.16,2023-11-18,2028-11-16
1263,2717,Locker,5955.69,2019-01-12,2020-01-12
1264,7445,Loan,36128.67,2020-09-01,2023-09-01
1265,2683,Locker,46660.07,2022-05-26,2025-05-25
1266,7774,Credit Card,58155.95,2018-03-09,2020-03-08
1267,7682,Overdraft,80356.62,2015-09-05,2018-09-04
1268,5829,Locker,9457.49,2020-09-01,2025-08-31
1269,4105,Locker,29498.04,2018-05-26,2022-05-25
1270,813,Overdraft,23499.44,2017-05-30,2022-05-29
1271,5530,Locker,79347.74,2015-01-01,2018-12-31
1272,5738,Insurance,74086.88,2020-05-16,2021-05-16
1273,3167,Credit Card,19954.42,2017-01-20,2021-01-19
1274,6173,Insurance,17246.99,2023-11-18,2027-11-17
1275,4145,Insurance,72355.33,2022-12-29,2023-12-29
1276,460,Locker,6553.11,2021-09-29,2024-09-28
1277,2307,Overdraft,37969.74,2022-07-18,2027-07-17
1278,1594,Credit Card,69589.16,2017-03-21,2019-03-21
1279,1304,Locker,1937.4,2017-09-27,2018-09-27
1280,2698,Loan,81616.31,2021-05-30,2024-05-29
1281,1805,Locker,23645.68,2015-03-30,2019-03-29
1282,6079,Credit Card,44357.76,2016-04-16,2021-04-15
1283,7137,Loan,9407.66,2020-03-14,2023-03-14
1284,6118,Credit Card,13197.62,2017-03-14,2021-03-13
1285,5362,Loan,77284.5,2023-07-31,2028-07-29
1286,7956,Overdraft,59351.97,2022-10-23,2027-10-22
1287,1208,Credit Card,47774.48,2023-07-07,2024-07-06
1288,3576,Insurance,28690.36,2021-11-04,2024-11-03
1289,2856,Insurance,57297.67,2016-04-28,2017-04-28
1290,7206,Overdraft,20513.35,2023-08-23,2024-08-22
1291,4854,Credit Card,3430.16,2020-11-28,2025-11-27
1292,1629,Locker,64463.58,2019-04-24,2021-04-23
1293,3840,Loan,80672.29,2019-08-05,2024-08-03
1294,5485,Overdraft,73043.57,2018-08-21,2023-08-20
1295,916,Overdraft,85989.04,2016-08-18,2018-08-18
1296,3162,Locker,53968.79,2016-12-12,2019-12-12
1297,6002,Credit Card,25660.21,2021-12-25,2025-12-24
1298,2968,Loan,63236.7,2019-10-20,2022-10-19
1299,4497,Locker,18415.28,2021-11-27,2023-11-27
1300,5240,Loan,58562.42,2015-11-10,2020-11-08
1301,2359,Overdraft,9014.9,2016-09-25,2021-09-24
1302,2395,Overdraft,42926.28,2021-05-06,2022-05-06
1303,1378,Credit Card,36724.23,2016-09-27,2021-09-26
1304,7410,Overdraft,21341.24,2015-06-24,2019-06-23
1305,5429,Locker,65840.71,2017-01-02,2022-01-01
1306,2730,Insurance,87518.93,2018-05-14,2020-05-13
1307,6905,Credit Card,29528.45,2015-12-19,2017-12-18
1308,3126,Locker,38481.37,2016-09-14,2017-09-14
1309,7391,Credit Card,33231.97,2020-12-27,2024-12-26
1310,2350,Overdraft,94451.48,2023-05-29,2024-05-28
1311,4813,Overdraft,13081.72,2016-03-01,2020-02-29
1312,6320,Overdraft,1448.67,2015-10-24,2017-10-23
1313,7727,Credit Card,43998.42,2023-12-05,2025-12-04
1314,7790,Insurance,45108.05,2019-03-26,2023-03-25
1315,6919,Credit Card,47377.22,2022-08-03,2027-08-02
1316,3597,Credit Card,14283.59,2018-02-09,2023-02-08
1317,4777,Locker,79194.1,2017-08-30,2020-08-29
1318,5460,Loan,20696.14,2016-07-06,2021-07-05
1319,5769,Insurance,20569.84,2016-11-13,2020-11-12
1320,1657,Insurance,54710.94,2019-09-18,2024-09-16
1321,971,Loan,61438.93,2021-04-02,2025-04-01
1322,4777,Credit Card,52752.14,2019-07-11,2023-07-10
1323,1646,Credit Card,88734.1,2018-04-25,2023-04-24
1324,7962,Loan,86825.25,2016-07-31,2019-07-31
1325,3507,Overdraft,72481.42,2020-11-18,2025-11-17
1326,6777,Overdraft,15097.59,2018-06-26,2023-06-25
1327,4265,Loan,47880.1,2023-09-02,2024-09-01
1328,5852,Credit Card,69848.39,2022-01-03,2027-01-02
1329,5368,Locker,49376.97,2018-01-11,2019-01-11
1330,2962,Insurance,44283.38,2023-04-13,2025-04-12
1331,2540,Locker,91222.92,2023-02-06,2027-02-05
1332,3722,Locker,44109.62,2018-07-13,2021-07-12
1333,93,Insurance,52949.71,2018-01-23,2019-01-23
1334,1135,Credit Card,50818.15,2018-11-18,2019-11-18
1335,4345,Locker,57164.65,2022-01-01,2026-12-31
1336,7840,Insurance,29924.86,2018-02-17,2019-02-17
1337,288,Credit Card,91150.0,2018-10-07,2021-10-06
1338,7133,Loan,60710.83,2017-06-21,2022-06-20
1339,7650,Overdraft,41376.42,2017-11-16,2020-11-15
1340,4180,Overdraft,59239.17,2020-07-05,2022-07-05
1341,5814,Loan,11024.78,2015-10-12,2017-10-11
1342,3770,Insurance,74778.58,2019-01-22,2021-01-21
1343,349,Credit Card,22859.9,2019-12-28,2024-12-26
1344,4711,Loan,99164.42,2022-11-26,2025-11-25
1345,2141,Locker,55948.48,2022-06-02,2026-06-01
1346,5009,Locker,87019.7,2017-02-09,2019-02-09
1347,7730,Credit Card,29638.55,2015-11-03,2019-11-02
1348,703,Overdraft,92006.0,2018-02-07,2019-02-07
1349,384,Locker,20325.48,2018-06-01,2020-05-31
1350,2034,Locker,27255.5,2018-02-09,2021-02-08
1351,7035,Overdraft,65922.35,2022-09-25,2025-09-24
1352,2236,Credit Card,13341.21,2021-05-13,2024-05-12
1353,5663,Locker,33606.86,2021-11-16,2023-11-16
1354,5382,Insurance,94751.62,2022-05-26,2023-05-26
1355,2614,Insurance,32686.08,2022-04-12,2024-04-11
1356,6918,Credit Card,40348.33,2018-06-30,2023-06-29
1357,4825,Loan,1265.51,2017-02-02,2018-02-02
1358,3312,Locker,39201.96,2015-03-13,2020-03-11
1359,51,Insurance,4080.87,2015-12-06,2017-12-05
1360,7185,Locker,11055.92,2021-02-21,2026-02-20
1361,7708,Loan,13089.97,2017-04-30,2019-04-30
1362,7459,Locker,15820.05,2023-08-12,2027-08-11
1363,7522,Insurance,3194.21,2019-09-09,2024-09-07
1364,3088,Overdraft,7901.6,2022-09-12,2023-09-12
1365,6455,Credit Card,98238.21,2022-09-08,2027-09-07
1366,4610,Locker,59528.26,2020-04-30,2024-04-29
1367,7797,Locker,27639.89,2023-12-25,2025-12-24
1368,5391,Overdraft,65532.85,2022-09-05,2027-09-04
1369,3291,Loan,96719.52,2022-04-23,2024-04-22
1370,5936,Locker,74550.93,2023-01-29,2027-01-28
1371,5866,Insurance,79358.6,2016-03-07,2017-03-07
1372,3301,Locker,31373.93,2022-12-23,2023-12-23
1373,1979,Loan,69758.88,2022-08-15,2024-08-14
1374,1183,Loan,68360.72,2019-01-26,2022-01-25
1375,4247,Overdraft,8998.04,2017-09-02,2020-09-01
1376,6986,Insurance,52933.51,2021-10-03,2026-10-02
1377,6063,Credit Card,6293.78,2021-05-25,2026-05-24
1378,7570,Loan,93508.22,2021-08-02,2023-08-02
1379,2489,Insurance,18241.6,2018-11-04,2019-11-04
1380,4715,Loan,5609.27,2019-06-24,2024-06-22
1381,6703,Insurance,44984.88,2016-07-28,2019-07-28
1382,1321,Overdraft,53656.89,2021-11-15,2026-11-14
1383,4032,Loan,37451.12,2021-07-12,2023-07-12
1384,4384,Credit Card,7360.53,2020-07-15,2023-07-15
1385,93,Locker,41383.87,2018-01-10,2021-01-09
1386,7409,Loan,11701.58,2017-12-06,2020-12-05
1387,7039,Credit Card,67081.86,2017-03-18,2018-03-18
1388,985,Loan,80409.46,2020-06-28,2023-06-28
1389,2703,Credit Card,49170.32,2016-02-11,2017-02-10
1390,2711,Loan,91811.43,2016-12-28,2021-12-27
1391,5701,Overdraft,86972.45,2018-05-19,2020-05-18
1392,1049,Locker,20121.58,2017-06-02,2022-06-01
1393,1010,Loan,10833.7,2023-09-22,2024-09-21
1394,5954,Locker,79355.37,2016-12-09,2021-12-08
1395,3480,Locker,44770.27,2020-03-01,2024-02-29
1396,7828,Credit Card,20449.73,2020-04-01,2024-03-31
1397,5694,Overdraft,24970.35,2019-09-25,2021-09-24
1398,2433,Insurance,40110.62,2016-12-13,2019-12-13
1399,7331,Locker,69319.06,2023-09-08,2026-09-07
1400,971,Loan,56058.24,2019-09-19,2023-09-18
1401,6475,Credit Card,22425.01,2021-05-02,2022-05-02
1402,2454,Insurance,55555.18,2017-09-07,2018-09-07
1403,5037,Locker,9333.68,2017-11-22,2021-11-21
1404,5396,Insurance,5274.79,2017-01-05,2019-01-05
1405,6570,Locker,46747.3,2015-09-28,2020-09-26
1406,7177,Insurance,44362.59,2018-05-10,2023-05-09
1407,3610,Overdraft,59346.09,2018-01-26,2021-01-25
1408,6390,Credit Card,56276.88,2019-01-28,2022-01-27
1409,2770,Locker,90406.4,2018-05-03,2019-05-03
1410,7924,Insurance,61748.08,2016-04-14,2020-04-13
1411,1069,Loan,49489.01,2017-02-09,2019-02-09
1412,5173,Overdraft,12318.52,2021-07-02,2022-07-02
1413,1646,Locker,93858.61,2019-10-01,2020-09-30
1414,673,Insurance,95980.85,2016-09-22,2018-09-22
1415,6589,Loan,93861.78,2022-10-16,2023-10-16
1416,231,Overdraft,59766.31,2018-02-11,2021-02-10
1417,267,Locker,47843.73,2022-02-05,2025-02-04
1418,237,Insurance,63691.5,2018-10-20,2023-10-19
1419,2632,Locker,9690.47,2015-01-31,2019-01-30
1420,1633,Insurance,55845.13,2019-07-20,2020-07-19
1421,2127,Credit Card,72430.84,2016-02-27,2019-02-26
1422,2601,Locker,31199.86,2019-04-13,2020-04-12
1423,12,Locker,34969.29,2022-01-10,2027-01-09
1424,5400,Insurance,38026.17,2018-07-21,2023-07-20
1425,520,Loan,28615.88,2017-10-16,2020-10-15
1426,698,Loan,57485.29,2019-06-09,2024-06-07
1427,3113,Insurance,56168.95,2020-01-28,2023-01-27
1428,612,Loan,97643.65,2019-07-29,2024-07-27
1429,1649,Credit Card,75364.45,2016-08-12,2019-08-12
1430,7682,Locker,92651.63,2023-10-04,2024-10-03
1431,5394,Insurance,69050.04,2020-09-03,2023-09-03
1432,7197,Credit Card,69702.0,2021-04-29,2025-04-28
1433,558,Overdraft,76117.09,2022-03-21,2026-03-20
1434,3290,Overdraft,3733.65,2016-04-06,2018-04-06
1435,3285,Overdraft,12904.54,2017-03-16,2018-03-16
1436,7272,Overdraft,89767.64,2020-11-21,2021-11-21
1437,302,Locker,91798.47,2017-10-12,2022-10-11
1438,4699,Loan,77695.67,2020-01-06,2023-01-05
1439,5568,Locker,45126.23,2022-10-09,2025-10-08
1440,1557,Loan,18553.22,2019-08-31,2021-08-30
1441,593,Loan,57801.91,2021-06-06,2025-06-05
1442,3913,Overdraft,47698.19,2020-02-16,2025-02-14
1443,3603,Insurance,86865.0,2023-08-13,2024-08-12
1444,6633,Locker,60568.98,2018-09-30,2023-09-29
1445,3892,Loan,27655.59,2019-12-23,2023-12-22
1446,5200,Locker,21289.75,2015-07-07,2018-07-06
1447,1683,Overdraft,70976.21,2023-10-12,2027-10-11
1448,1427,Loan,76153.8,2017-10-10,2019-10-10
1449,6811,Overdraft,10121.45,2023-01-19,2025-01-18
1450,5848,Locker,62751.67,2015-05-27,2016-05-26
