transaction_id,customer_id,amount,transaction_type,transaction_date,mode_of_transaction
2965,2580,17704.59,Debit,2020-11-02,Cheque
2966,1458,6735.23,Debit,2021-03-20,Cheque
2967,2097,84415.36,Debit,2020-11-01,Cash
2968,6296,29750.18,Credit,2023-09-14,Cash
2969,4077,85521.5,Debit,2022-06-24,Online Transfer
2970,7195,100.67,Credit,2023-10-25,Cheque
2971,3957,95443.2,Credit,2023-09-24,UPI
2972,7676,47051.02,Credit,2020-07-15,Cheque
2973,4510,66057.82,Credit,2020-11-06,Online Transfer
2974,2890,61378.92,Debit,2021-09-08,UPI
2975,6238,88669.64,Credit,2020-07-17,Cheque
2976,5088,78486.5,Debit,2022-10-17,Debit Card
2977,4903,30546.13,Credit,2024-07-20,Online Transfer
2978,6501,40499.27,Debit,2023-09-29,Cash
2979,2959,74141.94,Debit,2023-08-21,Debit Card
2980,75,69461.99,Debit,2020-06-01,Debit Card
2981,4512,15004.26,Credit,2023-09-01,UPI
2982,663,21433.58,Debit,2022-02-17,Cash
2983,2487,99317.28,Debit,2023-12-21,Debit Card
2984,3729,78596.6,Credit,2024-03-13,UPI
2985,1756,95429.45,Credit,2022-08-27,Online Transfer
2986,4963,48056.22,Credit,2023-06-30,Cheque
2987,7446,59556.08,Credit,2023-08-10,Online Transfer
2988,3350,21420.97,Credit,2021-06-26,Cheque
2989,5496,81612.86,Credit,2020-03-14,Cheque
2990,3382,88432.1,Credit,2022-11-13,Debit Card
2991,7678,48499.94,Credit,2023-03-01,Cash
2992,6394,81534.63,Debit,2024-08-10,Online Transfer
2993,2932,66339.51,Credit,2020-11-05,UPI
2994,5186,99219.92,Credit,2021-09-25,Cheque
2995,6047,85739.62,Debit,2022-09-02,Cash
2996,1491,12236.48,Debit,2023-02-18,Cash
2997,1951,95634.43,Credit,2020-12-11,UPI
2998,4013,48407.61,Credit,2022-09-10,Cheque
2999,2038,91380.11,Credit,2023-03-01,Online Transfer
3000,1078,89875.76,Credit,2020-09-09,Debit Card
3001,4188,14615.19,Debit,2020-09-27,Debit Card
3002,1380,98830.43,Debit,2024-11-11,Cash
3003,5245,76734.2,Credit,2024-02-06,Cheque
3004,210,56518.93,Debit,2020-07-01,UPI
3005,5415,86870.94,Debit,2022-01-28,Cash
3006,2691,68317.22,Debit,2020-11-10,UPI
3007,6429,77113.25,Debit,2020-12-08,UPI
3008,1457,66697.6,Debit,2022-10-24,Online Transfer
3009,1162,15541.49,Credit,2024-02-16,Cheque
3010,3990,60745.34,Debit,2021-09-07,UPI
3011,1277,51999.1,Debit,2020-09-05,UPI
3012,3802,27943.7,Debit,2022-07-08,Cheque
3013,5711,41330.63,Credit,2023-01-12,UPI
3014,7827,30223.03,Debit,2024-07-08,Debit Card
3015,6073,73912.17,Debit,2021-06-23,UPI
3016,3856,84203.65,Debit,2023-08-17,Debit Card
3017,6152,16369.06,Credit,2024-07-21,Cheque
3018,6863,86576.58,Debit,2024-11-03,Cash
3019,7749,51881.66,Credit,2022-08-31,Cheque
3020,1441,96908.46,Debit,2023-10-06,Cash
3021,5260,27860.76,Credit,2021-12-19,Online Transfer
3022,5439,16943.67,Credit,2023-12-28,Cash
3023,6178,5553.36,Credit,2021-11-27,Cheque
3024,1462,91799.8,Debit,2021-09-17,Cheque
3025,6922,80172.86,Credit,2023-07-21,Cheque
3026,4895,79357.64,Debit,2020-12-09,Cash
3027,4218,81528.52,Debit,2021-06-26,Online Transfer
3028,3118,19602.26,Credit,2024-01-06,Cheque
3029,7327,78998.91,Debit,2021-12-09,Cheque
3030,5461,32543.58,Debit,2022-09-12,Cheque
3031,6876,81084.74,Credit,2023-08-31,Online Transfer
3032,5458,21539.0,Credit,2024-04-01,Online Transfer
3033,4698,87602.5,Debit,2023-01-19,Cheque
3034,7855,24774.78,Credit,2024-04-06,Online Transfer
3035,2657,54634.32,Debit,2022-09-28,Online Transfer
3036,720,22409.97,Debit,2023-05-31,Online Transfer
3037,1028,12530.11,Debit,2023-10-03,Cash
3038,1280,26282.96,Debit,2021-01-24,Cash
3039,6421,18683.67,Credit,2024-03-01,Online Transfer
3040,6769,1198.54,Credit,2020-01-19,Debit Card
3041,2302,43018.61,Debit,2021-02-07,UPI
3042,3892,79178.01,Credit,2021-08-21,Cheque
3043,3184,58474.69,Credit,2021-02-16,Cheque
3044,896,3210.87,Debit,2021-06-16,UPI
3045,783,92267.87,Debit,2023-07-29,Cheque
3046,6423,50609.75,Credit,2020-11-20,UPI
3047,5549,67591.85,Credit,2023-03-02,Cash
3048,6058,59843.07,Debit,2023-11-18,Cash
3049,672,58893.64,Credit,2022-10-08,Debit Card
3050,2502,89166.73,Debit,2022-06-29,Cash
3051,7816,50148.84,Debit,2022-07-13,Online Transfer
3052,3258,13796.9,Debit,2020-08-13,UPI
3053,2433,11034.3,Credit,2020-01-12,UPI
3054,7710,77289.41,Debit,2022-08-08,UPI
3055,7712,86545.49,Debit,2021-06-30,Online Transfer
3056,5703,73065.02,Credit,2020-06-28,Cash
3057,1502,6202.49,Credit,2023-05-04,Online Transfer
3058,7261,26531.64,Credit,2021-12-24,Debit Card
3059,431,30309.97,Debit,2023-02-24,UPI
3060,866,79316.46,Credit,2021-11-06,Cash
3061,6945,40935.23,Credit,2024-11-20,Debit Card
3062,7726,28861.53,Credit,2023-12-08,Online Transfer
3063,5137,48425.97,Credit,2024-02-23,Online Transfer
3064,6068,82891.18,Credit,2024-10-31,UPI
3065,4051,64161.96,Credit,2024-04-25,UPI
3066,4709,33046.45,Credit,2020-07-27,Cheque
3067,6567,69257.68,Credit,2022-03-22,Online Transfer
3068,305,95328.07,Debit,2024-11-18,Cheque
3069,6354,7751.69,Credit,2024-07-30,Debit Card
3070,1165,80420.52,Credit,2020-11-10,Online Transfer
3071,7258,97902.85,Debit,2022-03-08,Cash
3072,38,84796.17,Credit,2024-12-10,Online Transfer
3073,1291,65086.06,Debit,2020-09-13,UPI
3074,366,73322.67,Credit,2021-09-08,UPI
3075,1690,47447.45,Credit,2022-11-29,UPI
3076,3706,20283.23,Credit,2021-07-12,Online Transfer
3077,1415,46489.39,Debit,2023-07-07,Cheque
3078,6565,71502.29,Debit,2022-03-12,Debit Card
3079,2276,91529.55,Credit,2020-09-11,Online Transfer
3080,549,3473.16,Credit,2021-11-21,Cheque
3081,2428,90944.53,Credit,2020-07-03,Cheque
3082,7929,60855.01,Debit,2020-02-06,Online Transfer
3083,2402,47455.75,Credit,2022-08-09,Debit Card
3084,2654,75904.74,Debit,2020-03-28,UPI
3085,1007,19256.5,Debit,2024-05-29,Online Transfer
3086,3944,58366.04,Debit,2021-04-09,Cash
3087,5127,5478.46,Debit,2024-04-11,UPI
3088,2767,19134.79,Credit,2024-11-05,UPI
3089,2464,5529.75,Credit,2024-02-15,Cheque
3090,2118,27058.36,Debit,2022-06-13,UPI
3091,1687,96476.98,Credit,2021-06-28,Cheque
3092,1285,1791.55,Debit,2024-10-24,Cash
3093,3235,43043.59,Credit,2023-08-25,Cash
3094,845,10873.81,Debit,2020-08-25,Cash
3095,5125,29046.89,Debit,2024-05-25,Cash
3096,4175,44508.07,Credit,2023-07-02,Debit Card
3097,5260,36517.82,Credit,2024-07-16,Debit Card
3098,1446,11572.12,Credit,2024-09-14,Debit Card
3099,7077,80187.33,Credit,2021-02-06,Cheque
3100,5318,48442.12,Credit,2023-08-22,Cheque
3101,1051,67353.94,Debit,2022-04-21,Debit Card
3102,2581,80751.87,Credit,2024-05-14,Debit Card
3103,4650,60088.14,Debit,2023-04-19,Cheque
3104,7492,34676.82,Credit,2022-09-15,Online Transfer
3105,708,18194.8,Credit,2023-12-27,Cash
3106,6698,43500.73,Credit,2020-08-23,Cheque
3107,5283,19314.44,Credit,2023-12-05,UPI
3108,6234,50417.71,Credit,2021-04-22,UPI
3109,3137,15292.18,Credit,2021-01-25,Online Transfer
3110,5489,74829.37,Debit,2024-01-08,Online Transfer
3111,154,1162.95,Credit,2024-08-26,Debit Card
3112,4582,58579.93,Credit,2022-08-11,UPI
3113,3849,55141.25,Credit,2022-01-17,Online Transfer
3114,1756,92120.51,Debit,2024-12-08,Cheque
3115,430,63324.47,Debit,2021-07-02,Cheque
3116,1859,72568.26,Debit,2024-12-20,Cheque
3117,7021,52751.62,Debit,2024-10-08,Online Transfer
3118,424,24319.34,Debit,2021-11-14,Cash
3119,571,61219.75,Debit,2022-11-15,Cheque
3120,2330,57923.66,Credit,2020-06-02,Debit Card
3121,5233,22670.13,Debit,2023-02-25,UPI
3122,3000,37988.66,Credit,2023-10-22,Debit Card
3123,5354,18180.52,Debit,2024-10-22,Cheque
3124,4152,55338.59,Credit,2021-04-04,Cash
3125,4865,57077.39,Credit,2020-06-07,Online Transfer
3126,1381,26280.36,Credit,2024-02-21,Cheque
3127,3558,79557.84,Credit,2023-06-12,Debit Card
3128,4197,14855.49,Debit,2021-07-05,UPI
3129,3881,52537.79,Credit,2020-09-30,Cash
3130,3022,41570.77,Debit,2024-05-06,UPI
3131,352,60966.55,Credit,2024-12-18,Cheque
3132,1860,18226.83,Credit,2024-09-13,Cash
3133,6702,47828.02,Credit,2020-06-15,UPI
3134,76,71667.51,Debit,2022-03-24,Online Transfer
3135,2569,12637.51,Debit,2021-09-01,Online Transfer
3136,6094,38276.48,Debit,2023-05-12,Debit Card
3137,1775,39978.15,Debit,2022-04-24,UPI
3138,2708,30577.84,Credit,2022-01-29,Debit Card
3139,4597,59637.42,Credit,2021-11-28,UPI
3140,558,7132.99,Debit,2020-08-27,Cheque
3141,1395,65634.2,Debit,2021-08-15,UPI
3142,6785,27944.98,Debit,2020-12-10,Debit Card
3143,4548,45759.54,Debit,2021-03-09,Cheque
3144,6562,12754.86,Debit,2021-09-08,Cash
3145,4583,48419.77,Debit,2023-04-06,Cash
3146,5769,88760.53,Debit,2020-03-27,Debit Card
3147,6048,86342.86,Debit,2020-09-15,Debit Card
3148,5994,73599.45,Debit,2024-07-22,Cheque
3149,4210,78883.43,Debit,2021-01-29,Cash
3150,2980,39988.36,Debit,2020-03-06,Online Transfer
3151,2442,75091.76,Credit,2022-09-28,Online Transfer
3152,5166,72635.03,Credit,2020-01-20,UPI
3153,3751,2102.66,Debit,2020-03-21,Cash
3154,7128,47569.45,Debit,2020-03-16,Debit Card
3155,2217,52702.34,Debit,2022-07-01,Online Transfer
3156,6259,10068.29,Debit,2023-01-01,Online Transfer
3157,7516,33881.97,Debit,2022-06-03,Cash
3158,6631,2083.43,Debit,2020-09-18,UPI
3159,3017,19644.41,Debit,2024-03-11,Online Transfer
3160,1304,90540.43,Credit,2023-10-12,Cash
3161,4128,92603.82,Credit,2021-10-27,Online Transfer
3162,5946,67138.27,Credit,2020-01-29,UPI
3163,6910,37789.37,Debit,2024-03-05,Debit Card
3164,3061,60779.69,Credit,2020-05-24,Debit Card
3165,1483,61433.56,Debit,2023-01-12,Online Transfer
3166,3075,2111.45,Credit,2022-12-27,Cheque
3167,3983,45932.06,Credit,2022-07-03,Debit Card
3168,593,97530.66,Credit,2023-01-17,Online Transfer
3169,4724,52573.85,Debit,2023-08-30,Debit Card
3170,4393,84363.64,Credit,2024-03-11,Cash
3171,6734,93528.56,Debit,2021-11-22,Debit Card
3172,3096,31223.07,Credit,2022-03-05,Debit Card
3173,6422,24019.21,Credit,2024-04-08,Cheque
3174,3633,78014.51,Credit,2021-01-05,Cheque
3175,1675,17170.19,Credit,2021-03-14,UPI
3176,7295,93543.85,Credit,2024-12-01,Cash
3177,1657,78726.45,Credit,2023-12-06,UPI
3178,4670,55267.45,Credit,2022-05-09,Cheque
3179,4381,61336.66,Credit,2024-11-13,Cheque
3180,5192,26560.51,Credit,2023-03-09,Cheque
3181,7110,44684.36,Debit,2022-08-22,Cheque
3182,5820,49675.28,Debit,2021-02-04,Debit Card
3183,6101,95135.25,Credit,2024-06-15,UPI
3184,3828,12606.94,Debit,2020-01-02,Cheque
3185,5407,91160.72,Credit,2021-06-04,Cash
3186,4115,33354.67,Debit,2023-02-19,Debit Card
3187,5406,22044.84,Debit,2020-02-04,Cheque
3188,4747,93977.54,Credit,2020-08-04,Cash
3189,5406,32334.79,Debit,2021-11-01,UPI
3190,1662,25708.01,Debit,2022-05-04,Cash
3191,3226,60472.18,Debit,2021-05-06,UPI
3192,428,29732.21,Credit,2024-01-06,Debit Card
3193,3834,7038.47,Debit,2022-03-23,Debit Card
3194,5006,81841.1,Credit,2024-07-14,Debit Card
3195,1982,19890.36,Credit,2020-10-19,Cash
3196,7126,98994.52,Debit,2020-07-26,Online Transfer
3197,7677,46870.8,Debit,2023-03-23,Debit Card
3198,2938,18517.72,Debit,2020-01-09,Cash
3199,7040,47571.97,Debit,2023-02-01,Cheque
3200,2488,27609.06,Credit,2021-01-10,Cash
3201,5875,11411.93,Credit,2020-02-29,UPI
3202,7049,15772.08,Credit,2024-07-21,Cash
3203,5818,68187.4,Debit,2020-10-06,UPI
3204,649,9226.75,Credit,2021-03-12,Cheque
3205,6986,48723.47,Debit,2024-03-17,Cheque
3206,5725,62149.51,Credit,2021-01-03,Debit Card
3207,3617,21929.97,Credit,2024-10-10,Cash
3208,5045,87115.32,Credit,2021-02-10,UPI
3209,1661,87954.11,Credit,2021-03-18,Cheque
3210,1680,96846.45,Credit,2023-10-05,Online Transfer
3211,7257,3476.33,Credit,2023-02-26,Debit Card
3212,5627,6439.83,Credit,2024-05-16,Cheque
3213,5648,12020.28,Credit,2024-09-22,Online Transfer
3214,6309,37938.48,Debit,2021-07-15,UPI
3215,7422,37762.54,Debit,2022-07-14,Debit Card
3216,2811,84136.08,Credit,2022-11-07,Cash
3217,6600,99826.31,Credit,2020-05-09,Debit Card
3218,3303,54179.51,Debit,2024-04-14,Debit Card
3219,6084,60550.7,Debit,2020-07-13,Online Transfer
3220,484,286.95,Credit,2022-06-30,Online Transfer
3221,4263,36512.16,Debit,2023-12-26,Cash
3222,2563,17493.62,Debit,2024-09-04,Cash
3223,2242,34087.0,Credit,2022-06-05,Cash
3224,1647,49262.02,Credit,2021-11-24,Cash
3225,2427,60965.01,Debit,2022-05-02,Online Transfer
3226,1550,56794.77,Credit,2021-01-09,Online Transfer
3227,2899,24194.84,Credit,2024-07-14,Online Transfer
3228,618,72832.65,Debit,2021-02-01,Debit Card
3229,4902,2676.79,Credit,2020-10-24,Online Transfer
3230,5072,51094.72,Debit,2020-05-28,Cheque
3231,1029,11324.63,Debit,2024-12-15,UPI
3232,5313,54628.13,Credit,2020-10-18,Cheque
3233,1176,91910.02,Credit,2023-03-08,Cash
3234,1396,91650.67,Debit,2020-03-10,Cheque
3235,966,75252.94,Debit,2023-02-20,Online Transfer
3236,6726,75787.76,Debit,2022-05-06,Cheque
3237,7933,15117.81,Debit,2020-09-10,Online Transfer
3238,5525,74440.11,Credit,2020-02-12,Debit Card
3239,7547,59826.74,Credit,2023-10-28,Cheque
3240,2913,55663.32,Credit,2021-09-23,Online Transfer
3241,7827,85629.03,Credit,2024-02-23,UPI
3242,4828,14563.78,Credit,2020-11-07,Debit Card
3243,5773,8527.42,Credit,2021-04-30,Cheque
3244,6204,90670.4,Debit,2023-04-01,Online Transfer
3245,1309,47854.71,Credit,2023-05-06,Cheque
3246,2825,21965.6,Debit,2023-08-15,Debit Card
3247,4517,18376.54,Credit,2023-03-03,Online Transfer
3248,1403,56017.08,Credit,2024-08-14,Cash
3249,1243,28250.04,Debit,2023-01-30,UPI
3250,9,67282.23,Debit,2022-12-26,Online Transfer
3251,2202,89420.9,Credit,2020-08-14,Cash
3252,1467,78954.88,Credit,2022-05-22,UPI
3253,5773,83972.82,Debit,2024-07-21,Cash
3254,6932,12327.58,Credit,2021-01-16,Cheque
3255,6980,49028.4,Credit,2021-01-25,Online Transfer
3256,7058,90008.37,Credit,2023-03-03,Cash
3257,7010,52280.99,Debit,2021-11-07,UPI
3258,7844,54339.22,Credit,2020-11-25,UPI
3259,6413,1506.84,Credit,2021-10-21,UPI
3260,3580,76166.24,Debit,2020-02-20,Online Transfer
3261,5496,37533.38,Credit,2023-08-27,UPI
3262,4875,61056.34,Debit,2021-09-05,Cash
3263,6728,31840.49,Credit,2024-02-13,UPI
3264,1857,40296.23,Credit,2021-09-16,Cash
3265,6912,94584.82,Debit,2023-10-26,UPI
3266,7332,33610.58,Credit,2022-10-31,Online Transfer
3267,6632,12625.0,Credit,2021-05-30,Online Transfer
3268,1784,76441.22,Debit,2020-12-28,Debit Card
3269,3150,63185.78,Debit,2024-01-21,Online Transfer
3270,7489,84418.12,Debit,2022-05-28,Online Transfer
3271,1382,43204.34,Debit,2022-11-28,Cheque
3272,3194,88520.48,Credit,2023-03-18,Cheque
3273,3874,68471.61,Credit,2021-07-08,Cheque
3274,8000,44749.18,Credit,2022-02-10,UPI
3275,3677,792.93,Debit,2021-07-06,Cash
3276,3680,98303.84,Debit,2024-03-23,UPI
3277,3150,16277.85,Debit,2021-12-23,Cheque
3278,7113,42901.64,Debit,2022-03-01,Debit Card
3279,2433,69203.0,Debit,2024-04-29,Cash
3280,1641,2784.66,Credit,2020-06-24,Online Transfer
3281,3176,99474.01,Credit,2020-11-23,Online Transfer
3282,4841,88304.94,Credit,2024-05-28,Online Transfer
3283,5190,5862.66,Debit,2021-11-28,Cash
3284,6206,78525.09,Credit,2023-06-19,UPI
3285,3206,58525.43,Credit,2023-06-24,Cheque
3286,2256,69067.88,Debit,2021-01-15,Online Transfer
3287,5853,28104.8,Debit,2022-02-15,Cheque
3288,4308,26908.96,Credit,2023-05-05,Cheque
3289,4127,81511.31,Credit,2021-05-03,UPI
3290,255,17851.71,Debit,2023-05-28,Online Transfer
3291,592,98708.42,Credit,2020-05-22,Cash
3292,1537,86163.56,Credit,2022-01-05,Debit Card
3293,5837,97934.34,Debit,2022-05-10,Online Transfer
3294,2614,15006.4,Credit,2021-12-05,Cash
3295,3846,67447.33,Debit,2024-11-13,Cash
3296,963,87726.99,Debit,2022-10-09,Cheque
3297,331,94700.11,Credit,2020-11-11,Cheque
3298,6994,90156.67,Credit,2024-09-17,UPI
3299,5089,82193.62,Credit,2020-09-12,Debit Card
3300,2181,87974.33,Debit,2022-07-20,Online Transfer
3301,3397,87003.47,Credit,2020-06-22,Cheque
3302,1898,59340.72,Credit,2021-08-09,Cheque
3303,6331,34871.13,Debit,2022-10-23,Cash
3304,6240,54691.15,Credit,2021-08-08,Online Transfer
3305,3547,70938.4,Debit,2024-12-16,UPI
3306,1801,97043.64,Debit,2023-09-16,Cash
3307,2121,59573.1,Debit,2024-06-20,Online Transfer
3308,1934,83493.78,Debit,2023-08-05,UPI
3309,963,32354.54,Debit,2024-06-25,Debit Card
3310,6076,39392.0,Credit,2020-02-21,Cash
3311,6013,93373.25,Debit,2024-01-06,Online Transfer
3312,7416,93322.23,Debit,2020-10-18,Online Transfer
3313,1713,27778.14,Credit,2021-11-12,Cash
3314,585,77091.18,Credit,2024-05-19,UPI
3315,4852,350.15,Credit,2020-07-27,Cheque
3316,802,73897.33,Debit,2022-08-04,Online Transfer
3317,1107,91699.67,Debit,2020-09-11,Debit Card
3318,4095,11145.86,Debit,2022-08-12,UPI
3319,6694,35538.05,Credit,2023-06-09,Debit Card
3320,3386,7536.39,Debit,2020-09-13,UPI
3321,573,85043.1,Credit,2022-03-14,UPI
3322,7894,76502.07,Debit,2021-01-02,Cash
3323,4951,94441.11,Debit,2022-11-25,UPI
3324,6391,82446.34,Debit,2020-07-16,UPI
3325,5416,44828.5,Credit,2020-06-29,UPI
3326,5612,30968.65,Credit,2022-10-06,Cheque
3327,419,22006.84,Credit,2020-05-22,Cash
3328,688,68176.53,Debit,2022-04-03,Online Transfer
3329,6567,86042.25,Credit,2023-01-29,Cash
3330,775,11027.76,Debit,2022-01-23,UPI
3331,591,51149.99,Debit,2023-05-17,Online Transfer
3332,2959,9359.62,Debit,2023-09-17,Cheque
3333,1549,89588.17,Credit,2022-05-08,Online Transfer
3334,4765,40654.8,Debit,2023-12-21,Cheque
3335,3208,35987.91,Debit,2022-07-15,Debit Card
3336,3173,17032.96,Debit,2023-10-11,Cheque
3337,1863,78557.03,Credit,2022-10-12,Online Transfer
3338,1390,58462.14,Credit,2024-08-17,Online Transfer
3339,6548,97634.14,Credit,2023-02-16,Cheque
3340,1119,75388.39,Debit,2024-05-17,Debit Card
3341,333,91120.77,Credit,2024-05-24,Cash
3342,4260,5276.69,Debit,2023-05-26,Online Transfer
3343,892,64083.84,Debit,2020-11-08,Debit Card
3344,7907,68525.82,Debit,2021-03-15,Debit Card
3345,2887,22580.1,Debit,2024-02-27,Debit Card
3346,3641,40666.38,Credit,2020-12-28,Cash
3347,5213,73078.24,Debit,2024-04-06,Debit Card
3348,7842,57984.18,Debit,2021-06-21,Cheque
3349,7138,1149.98,Debit,2021-07-21,Cheque
3350,6438,34520.33,Credit,2022-04-09,Online Transfer
3351,3210,68250.16,Credit,2020-02-17,UPI
3352,7885,8055.04,Debit,2021-03-29,Online Transfer
3353,816,82720.05,Debit,2024-07-01,Cash
3354,4720,6060.7,Credit,2021-07-10,Online Transfer
3355,702,35160.32,Credit,2024-01-23,Cash
3356,5083,16846.41,Credit,2022-05-25,Online Transfer
3357,7457,41018.38,Debit,2022-05-29,Debit Card
3358,1269,63953.41,Credit,2021-07-12,Online Transfer
3359,4396,34287.27,Debit,2023-10-19,Debit Card
3360,3759,32975.09,Credit,2024-07-21,Online Transfer
3361,2024,26054.74,Debit,2020-01-21,Cash
3362,6533,12621.34,Credit,2022-06-16,UPI
3363,2207,56804.36,Debit,2024-05-24,Debit Card
3364,2807,85049.41,Credit,2024-08-14,Cheque
3365,2066,27926.49,Credit,2023-02-26,Cash
3366,3589,57002.33,Debit,2024-08-28,Online Transfer
3367,4097,83120.23,Credit,2021-12-06,UPI
3368,2851,19727.73,Credit,2021-06-28,UPI
3369,4970,33678.17,Credit,2024-04-30,Debit Card
3370,5528,23522.21,Debit,2021-01-14,Debit Card
3371,5017,8505.76,Credit,2020-11-21,Debit Card
3372,4098,69889.92,Debit,2020-07-06,Debit Card
3373,7030,35027.98,Credit,2020-07-18,UPI
3374,4813,64922.02,Credit,2023-10-12,UPI
3375,6707,61209.75,Debit,2022-04-22,UPI
3376,1535,5253.05,Credit,2023-08-26,Cash
3377,7048,64221.94,Debit,2021-07-27,Debit Card
3378,2831,69832.13,Debit,2024-01-21,Debit Card
3379,4059,90849.8,Debit,2020-06-23,Debit Card
3380,979,29767.7,Debit,2023-03-08,Online Transfer
3381,299,68299.0,Credit,2023-10-15,Debit Card
3382,7996,63313.37,Debit,2023-05-09,Online Transfer
3383,1966,80633.64,Credit,2022-10-31,Cash
3384,2900,96147.55,Debit,2020-11-04,Debit Card
3385,5536,4968.7,Credit,2023-01-02,Cheque
3386,2747,65713.37,Debit,2024-05-05,Debit Card
3387,7630,18331.7,Credit,2022-07-06,Debit Card
3388,7794,14340.74,Debit,2024-12-08,Cash
3389,1122,70375.14,Debit,2021-05-21,Online Transfer
3390,361,81547.19,Debit,2024-04-05,Online Transfer
3391,208,49175.65,Credit,2022-12-03,Cash
3392,4028,39895.3,Debit,2020-06-14,Online Transfer
3393,3120,38786.09,Debit,2020-07-31,Debit Card
3394,4784,42391.52,Credit,2021-02-20,Debit Card
3395,3827,86479.35,Debit,2021-04-05,UPI
3396,6989,7239.96,Debit,2023-06-06,Debit Card
3397,4292,96918.65,Credit,2020-11-28,UPI
3398,4702,95225.02,Credit,2023-06-28,Online Transfer
3399,6686,41535.8,Credit,2021-10-06,Cheque
3400,4234,52855.36,Debit,2021-04-19,UPI
3401,1168,12403.02,Credit,2021-01-05,Cheque
3402,2763,84942.22,Debit,2021-09-13,Cash
3403,6080,12081.43,Credit,2022-03-06,Online Transfer
3404,4170,66834.61,Debit,2024-12-10,Cheque
3405,7627,33143.81,Debit,2023-03-29,Cheque
3406,2148,76671.66,Credit,2021-09-02,UPI
3407,3601,93499.88,Debit,2020-07-24,Debit Card
3408,1322,79763.09,Debit,2023-04-28,Online Transfer
3409,4069,33171.78,Debit,2021-06-23,UPI
3410,1010,93461.12,Credit,2022-04-28,Cash
3411,7696,25395.49,Credit,2021-08-31,UPI
3412,5479,97241.42,Credit,2020-07-05,Debit Card
3413,514,16046.94,Credit,2022-07-06,Cheque
3414,4757,49223.78,Debit,2024-08-20,Cash
3415,2877,49122.94,Credit,2020-11-07,UPI
3416,173,46270.66,Credit,2021-02-27,Cash
3417,7413,26194.87,Credit,2024-01-11,Cheque
3418,967,28816.15,Debit,2021-04-04,Cheque
3419,4912,40810.02,Credit,2023-02-10,Cash
3420,4597,99549.98,Debit,2022-08-23,Cash
3421,3522,19381.7,Credit,2024-11-23,UPI
3422,3361,66687.22,Credit,2020-08-17,Cheque
3423,5090,5717.32,Debit,2021-06-01,Debit Card
3424,7080,73537.71,Debit,2024-06-08,Cheque
3425,7333,24232.1,Debit,2024-08-31,Debit Card
3426,4853,89164.67,Debit,2020-02-06,Online Transfer
3427,2196,43229.95,Credit,2022-04-07,Online Transfer
3428,5183,15337.14,Debit,2023-10-14,Cash
3429,7029,44275.33,Debit,2021-11-01,UPI
3430,2771,72487.89,Credit,2022-08-19,Online Transfer
3431,2869,48295.14,Debit,2022-10-23,Online Transfer
3432,5317,60587.51,Credit,2021-04-17,Cheque
3433,4543,59911.19,Debit,2022-11-05,Cheque
3434,614,68499.68,Debit,2020-12-31,Cash
3435,1502,91661.58,Credit,2024-02-15,Debit Card
3436,7029,57665.06,Credit,2021-07-28,Cheque
3437,5748,42341.33,Debit,2022-09-20,Cash
3438,4540,96029.07,Credit,2022-05-19,UPI
3439,4898,24345.61,Debit,2022-12-09,Online Transfer
3440,2317,23559.81,Debit,2023-08-01,UPI
3441,7014,22712.93,Credit,2024-08-20,Debit Card
3442,3197,44333.3,Debit,2022-01-20,Debit Card
3443,504,16100.57,Credit,2022-01-19,Cash
3444,5814,30833.19,Credit,2024-06-27,Debit Card
3445,1735,22291.41,Debit,2023-07-31,Cash
3446,4961,98291.1,Credit,2024-10-31,UPI
3447,6033,92818.67,Credit,2023-12-21,Debit Card
3448,3807,15141.61,Debit,2020-09-25,Cheque
3449,2753,63811.02,Debit,2020-01-03,Cash
3450,5348,90993.67,Debit,2024-05-05,UPI
3451,5715,5105.4,Debit,2023-02-26,Online Transfer
3452,3028,24722.59,Debit,2020-04-16,Cheque
3453,5980,71839.85,Debit,2022-08-02,Cheque
3454,3188,31874.91,Debit,2022-05-01,Online Transfer
3455,1155,41202.75,Credit,2020-12-05,Online Transfer
3456,883,31903.66,Credit,2024-02-29,Debit Card
3457,7482,69850.88,Credit,2021-11-27,UPI
3458,2170,88482.42,Debit,2023-08-12,Cash
3459,5882,38188.94,Debit,2022-02-07,Cheque
3460,6744,93171.67,Debit,2023-05-29,Cash
3461,100,36569.28,Credit,2023-11-21,Online Transfer
3462,2568,9201.0,Credit,2020-11-03,Cheque
3463,1565,53652.15,Debit,2023-12-11,Online Transfer
3464,7525,43997.89,Debit,2024-02-23,Online Transfer
3465,3505,82243.19,Debit,2021-05-11,Online Transfer
3466,3349,59776.09,Debit,2023-05-09,Debit Card
3467,151,54432.88,Credit,2020-11-05,Online Transfer
3468,7584,60154.61,Credit,2022-07-24,Online Transfer
3469,5097,81956.56,Debit,2023-04-06,Online Transfer
3470,235,38307.17,Credit,2022-01-28,Cash
3471,7362,76669.85,Credit,2023-10-12,Cash
3472,6083,52241.07,Credit,2024-02-01,Cheque
3473,5616,31444.47,Debit,2024-04-16,Online Transfer
3474,5140,23239.85,Debit,2022-01-15,Cash
3475,554,23661.69,Debit,2022-06-11,Cheque
3476,4513,76878.53,Debit,2023-07-28,Online Transfer
3477,5247,92007.21,Debit,2020-12-13,UPI
3478,5265,34767.49,Debit,2021-12-01,Debit Card
